title,images,colors,piece,size,CAPACITY (TOPLAM),description,0,1,2,3,4,5,6,7,8,bullet,keywords,manufacturer,UK ID,IT ID,FR ID,ES ID,PL ID,NL ID,DE ID,SE ID
Cleaning Wipes Set - Shoe - Glass - Antiseptic Wet Hair Gel,"38,9,12,19,25,27",White,5,20x20x20,134,"Lozzy Screen and Lens Cleaning Wipes (1 Box of 30 pcs)
Suitable for mobile phones, laptop, camera, CD cleaning, optical devices, car mirror.
Lozzy Optic Care 100% Anti-Vapor Glasses and Optics
Cleaning Wipes ( 1 Box of 30 pcs)
100% Anti-Vapor special solution, Does not scratch optical screen and glass, does not stain. It is suitable for preventing steam for all kinds of glasses in sudden weather changes.
Lozzy Shoe Cleaning Wipes (1 Box of 24 Pcs)
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable
Lozzy Antiseptic Disposable Multi-Purpose Wet Towels (1 Box of 30 Pieces)
It is produced with a special formula against bacteria. Kills 99% of bacteria.
Alcohol and Paraben free. It is disposable. 50 gsm cross woven non woven fabric.
Lozzy Wet Hair Gel Disposable (1 Box of 20 Pieces)
Wet and Hard, 3 mlg in single packages. Travel and transport
It is suitable for single use.",,74,74,104,,104,154,144,,The wipes are sent in single packages.=You can easily store it in your car and at your workplace.=Shipped as a single wipe.,hair; jelly; male; personal care; wet wipes; shoe; to walk; camp; cleaning; camera; early cleaning; touch screen; glasses; woman; house; Invitation; hygiene; trip;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Hygiene and Personal Care Set Suitable for Disposable Travel Paint - 5 Pieces,"40,1,6,9,12,21",White,5,30x30x30,124,"Lozzy Acetone Nail Polish Cleaning Wipes (1 Box of 30 pcs)
Acetone disposable moisturizing nail polish removal wipes.
It is applied with a single wipe, ideal for travel.
Lozzy Pet (Cat-Dog) Paw and Feather Cleaning Wipes (1 Box of 30 pcs)
Wet with special solution suitable for dogs and cats
wipes. It is used in cleaning process for dogs to prevent dirt from entering the house and car from the outside.
Lozzy Shoe Cleaning Wipes (1 Box of 24 Pcs)
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Intimate Hygiene Wipes (1 Box of 10 Pieces)
It is specially produced for genital area cleaning. of the genital area
It is compatible with the specific pH value. It is for external use only. It is for single use only.
Lozzy Antiseptic Disposable Multi-Purpose Wet Towels (1 Box of 30 Pieces)
It is produced with a special formula against bacteria. Kills 99% of bacteria.
Alcohol and Paraben free. It is disposable. 50 gsm cross weave
non woven fabric",,74,74,104,,104,154,144,,You can always have it with you as a personal care kit.=It is a kit that also considers your pets.=It provides a quick use for hygiene and cleaning.,woman; nail polish remover; make-up; nail polish; red; feather; cat; personal care; pet; cleaning; dog; formula; shoe; cleaning cloth; hygiene wipes; male;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Cleaning and Personal Care Wipes Set - 5 Box,"46,6,9,12,21,25",White,226,30x30x30,3700,"Lozzy Acetone Nail Polish Removal Wipe
TOTAL 50 BOXES EVERY BOX HAS 10 PRODUCTS.
Acetone disposable moisturizing nail polish removal wipes. It is applied with a single wipe, ideal for travel.
Lozzy Intimate Hygiene Wipes
TOTAL 50 BOXES EVERY BOX HAS 10 PRODUCTS.
It is specially produced for genital area cleaning. It is compatible with the specific pH value of the genital area. It is for external use only. It is for single use only.
Lozzy Shoe Cleaning Wipe
TOTAL 30 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Antiseptic Disposable Multi-Purpose Wet Towel
TOTAL 16 BOXES EVERY BOX HAS 30 PRODUCTS.
It is produced with a special formula against bacteria. Kills 99% of bacteria. Alcohol and Paraben free. It is disposable.
Lozzy Optic Care 100% Anti-Vapor Glasses and Optical Cleaning Wipe
TOTAL 80 BOXES EVERY BOX HAS 30 PRODUCTS.
100% Anti-Vapor special solution, Does not scratch optical screen and glass, does not stain. It is suitable for preventing steam for all kinds of glasses in sudden weather changes.",,520,520,570,,570,635,625,,It is sent as a box.=There are 5 different cleaning wipes.=It provides hygiene and cleaning.=Single wipes are sent in packages.,woman; nail polish remover; manicure; pedicure; nail polish; hygiene; cleaning; shoe; male; shoe; care; optical; screen; touch screen; glasses; antiseptic; house;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Cleaning and Personal Care Wipes Set Disposable Hygienic Wipes Set - 5 Box,"48,6,9,12,19,27",White,258,30x30x30,4680,"Lozzy Acetone Nail Polish Removal Wipe
TOTAL 50 BOXES EVERY BOX HAS 10 PRODUCTS.
Acetone disposable moisturizing nail polish removal wipes. It is applied with a single wipe, ideal for travel.
Lozzy Screen and Lens Cleaning Wipe
TOTAL 66 BOXES EVERY BOX HAS 30 PRODUCTS.
Suitable for mobile phones, laptop, camera, CD cleaning, optical devices, car mirror.
Lozzy Shoe Cleaning Wipe
TOTAL 30 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Antiseptic Disposable Multi-Purpose Wet Towel
TOTALLY 16 BOXES EVERY BOX HAS 30 PRODUCTS.
It is produced with a special formula against bacteria. Kills 99% of bacteria. Alcohol and Paraben free. It is disposable.
Lozzy Wet Hair Gel Disposable
TOTAL 50 BOXES EVERY BOX HAS 20 PRODUCTS.
Wet and Hard, 3 mlg in single packages. Travel and transport
It is suitable for single use.",,430,430,485,,485,545,535,,It is prepared as a personal care set.=It is in single-use packages.= They are single products such as wet wipes.=It is hygienic.,hygiene; manicure; hairdresser; nail polish; nail; nail art; shoe; Invitation; wet wipes; cleaning; man; lens; optical; computer; work; fast; antiseptic; hair; jelly; wet;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Cleaning and Personal Care Wipes Set Disposable Hygienic Wipes Set - 5 Box,"49,9,12,19,25,27",White,258,30x30x30,6560,"Lozzy Acetone Nail Polish Removal Wipe
TOTAL 50 BOXES EVERY BOX HAS 10 PRODUCTS.
Acetone disposable moisturizing nail polish removal wipes. It is applied with a single wipe, ideal for travel.
Lozzy Screen and Lens Cleaning Wipe
TOTAL 66 BOXES EVERY BOX HAS 30 PRODUCTS.
Suitable for mobile phones, laptop, camera, CD cleaning, optical devices, car mirror.
Lozzy Shoe Cleaning Wipe
TOTAL 30 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Optic Care 100% Anti-Vapor Glasses and Optical Cleaning Wipe
TOTAL 80 BOXES EVERY BOX HAS 30 PRODUCTS.
100% Anti-Vapor special solution, Does not scratch optical screen and glass, does not stain. It is suitable for preventing steam for all kinds of glasses in sudden weather changes.
Lozzy Pet (Cat-Dog) Paw and Feather Cleaning Wipe
TOTAL 32 BOXES EVERY BOX HAS 30 PRODUCTS.
Wet wipes with special solution suitable for use for dogs and cats. It is used in cleaning for dogs to prevent dirt from entering the house and car from the outside.",,530,530,580,,580,670,660,,It can be easily transported.=5 different products are sent.=You can use the products for a long time.,manicure; pedicure; nail polish; nail polish remover; laptop; touch screen; optical; shoe; male; personal care; car; house; cleaning cloth; cat; paw; dog; pet,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Cleaning and Personal Care Wipes Set Disposable Hygienic Wipes Set - 5 Box,"51,1,6,9,12,21",White,198,30x30x30,3160,"Lozzy Acetone Nail Polish Removal Wipe
TOTAL 50 BOXES EVERY BOX HAS 10 PRODUCTS.
Acetone disposable moisturizing nail polish removal wipes. It is applied with a single wipe, ideal for travel.
Lozzy Pet (Cat-Dog) Paw and Feather Cleaning Wipe
TOTAL 32 BOXES EVERY BOX HAS 30 PRODUCTS.
Wet wipes with special solution suitable for use for dogs and cats. It is used in cleaning for dogs to prevent dirt from entering the house and car from the outside.
Lozzy Shoe Cleaning Wipe
TOTAL 30 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Antiseptic Disposable Multi-Purpose Wet Towel
TOTALLY 16 BOXES EVERY BOX HAS 30 PRODUCTS.
It is produced with a special formula against bacteria. Kills 99% of bacteria. Alcohol and Paraben free. It is disposable.
Lozzy Intimate Hygiene Wipes
TOTAL 50 BOXES EVERY BOX HAS 10 PRODUCTS.
It is specially produced for genital area cleaning. It is compatible with the specific pH value of the genital area. For external use only .Single
it is reusable.",,504,504,559,,559,644,634,,Cleaning cloths for your pets.=It is prepared as a personal care set.= The wipes are antiseptic.=There are 3160 products in total in the set.,cleaning; antiseptic; hygiene; shoe; nail polish; manicure; personal care; women; male; wet wipes; cat; dog; pet; house; feather; animal; paw;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Cleaning and Personal Care Wipes Set Disposable Hygienic Wipes Hair Gel -5 Box,"52,1,9,12,19,27",White,194,30x30x30,5140,"Lozzy Screen and Lens Cleaning Wipe
TOTAL 66 BOXES EVERY BOX HAS 30 PRODUCTS.
Suitable for mobile phones, laptop, camera, CD cleaning, optical devices, car mirror.
Lozzy Pet (Cat-Dog) Paw and Feather Cleaning Wipe
TOTAL 32 BOXES EVERY BOX HAS 30 PRODUCTS.
Wet wipes with special solution suitable for use for dogs and cats. It is used in cleaning for dogs to prevent dirt from entering the house and car from the outside.
Lozzy Shoe Cleaning Wipe
TOTAL 30 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Antiseptic Disposable Multi-Purpose Wet Towel
TOTALLY 16 BOXES EVERY BOX HAS 30 PRODUCTS.
It is produced with a special formula against bacteria. Kills 99% of bacteria. Alcohol and Paraben free. It is disposable.
Lozzy Wet Hair Gel Disposable
TOTAL 50 BOXES EVERY BOX HAS 20 PRODUCTS.
Wet and Hard, 3 mlg in single packages. It is suitable for travel and carrying. It is disposable.",,515,515,570,,570,655,645,,There are 5140 wipes in the set.=Can be set as a travel set.=It is hygienic.=It is antiseptic.,screen; computer; laptop; mirror; tv; house; cat; dog; pet; wet wipes; shoe; hair; jelly; hair styler; house; car; cleaning; antiseptic; hygiene,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Cleaning and Personal Care Wipes Set Disposable Hygienic Wipes Set - 5 Box,"53,9,12,19",White,112,30x30x30,3180,"Lozzy Screen and Lens Cleaning Wipe
TOTAL 66 BOXES EVERY BOX HAS 30 PRODUCTS.
Suitable for mobile phones, laptop, camera, CD cleaning, optical devices, car mirror.
Lozzy Shoe Cleaning Wipe
TOTAL 30 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.
Lozzy Antiseptic Disposable Multi-Purpose Wet Towel
TOTALLY 16 BOXES EVERY BOX HAS 30 PRODUCTS.
It is produced with a special formula against bacteria. Kills 99% of bacteria. Alcohol and Paraben free. It is disposable.",,455,455,510,,510,595,585,,It is a personal care set prepared with 3 different products.=It is hygienic.=It can be used both at home and for personal care.,screen; computer; laptop; mirror; pet; wet wipes; shoe; hair; jelly; hair styler; house; car; cleaning; antiseptic; hygiene; naturally the screen; clean,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Screen And Lens Cleaning Wip e- Disposable Wipes Set in Separate Packages - 5 Box,"55,19,20,23",White,330,50x50x50,9900,"Lozzy Screen and Lens Cleaning Wipe
TOTAL 330 BOXES EVERY BOX HAS 30 PRODUCTS.
Suitable for mobile phones, laptop, camera, CD cleaning, optical devices, car mirror.",,448,448,503,,503,588,578,,There are 9900 products.=Removes smudges on the touch screen.=It is sent as 30 boxes.=It can be used for all screens.,computer; telephone; screen; glasses; optical; camera; digital; technology; handkerchief; cleaning; telephone; touch screen; care; personal hygiene; mirror; pine,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Nail Polish Remover Set in Separate Packages - 5 Boxes,"56,6,7,8",White,250,50x50x50,25000,"Lozzy Acetone Nail Polish Removal Wipe
TOTAL 250 BOXES EVERY BOX HAS 10 PRODUCTS.
Acetone disposable moisturizing nail polish removal wipes. It is applied with a single wipe, ideal for travel.",,381,381,421,,421,496,486,,They are disposable wipes.=It does not harm your nails.=It can be used instead of acetone.=It is moisturizing.,nail polish; nail polish remover; manicure; pedicure; make-up; nail; nail art; personal care; woman; cleaning; hairdresser; male; care; hygiene; moisturizer; handkerchief; wet wipes,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Wet Hair Gel Disposable Set - 5 Box,"62,27,28",White,250,50x50x50,13000,"Lozzy Wet Hair Gel Disposable
TOTAL 250 BOXES EVERY BOX HAS 20 PRODUCTS.
Wet and Hard, 3 mlg in single packages. It is suitable for travel and carrying. It is disposable.",,411,411,446,,446,501,491,,It is a hair styler.=Shipped in individual packages.= Your hair will not deteriorate for a long time.,hair; care; woman; male; child; shaper; jelly; hairdresser; care; personal care; cleaning; shampoo; cream; handkerchief; wet wipes; trip; package; set,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Optic Care 100% Anti-Vapor Glasses and Optical Cleaning Wipes - Box of 5,"57,25,26",White,400,50x50x50,12000,"Lozzy Optic Care 100% Steam
Preventive Glasses and Optics
Cleaning Wipe
TOTAL 400 BOXES EVERY BOX HAS 30 PRODUCTS.
100% Anti-Vapor special solution,
Does not scratch the optical screen and glass, stains
does not hold. In sudden weather changes, all
to prevent steam for kinds of glasses
suitable.",,789,789,844,,844,929,919,,It can be used as a screen cleaner.=It does not scratch the screen.=Doesn't Leave Stains=They are sent in single packages.,glasses; optical; sunglasses; vapor inhibitor; cleaning; computer; tv; personal care; care; male; woman; cleaning cloth; wet wipes; hygiene;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Women's Personal Care and Intim Cleaning and Nail Polish Remover Wipes Set 5 Box,"54,21,6",White,250,50x50x50,2500,"Lozzy Intimate Hygiene Wipes
TOTAL 150 BOXES EVERY BOX HAS 10 PRODUCTS.
It is specially produced for genital area cleaning. It is compatible with the specific pH value of the genital area. For external use only .Single
it is reusable.
Lozzy Acetone Nail Polish Removal Wipe
TOTAL 100 BOXES EVERY BOX HAS 10 PRODUCTS.
Acetone disposable moisturizing nail polish removal wipes. It is applied with a single wipe, ideal for travel.",,412,412,452,,452,527,517,,It is prepared as a personal care set.=2 different products are sent.=It is hygienic.=it is antiseptic.,woman; hygiene; nail polish remover; nail polish; nail; manicure; pedicure; care; hairdresser; wet wipes; cleaning cloth; trip; nail art; personal care; male; moisturizer;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Shoe Cleaning Wipes Set in Disposable Single Packages - 5 Boxes,"59,12,13",White,150,30x30x30,3600,"Lozzy Shoe Cleaning Wipe
TOTAL 150 BOXES EACH BOX HAS 24 PRODUCTS.
Special cleaning and polishing solution in the concept of wet wipes
includes. It preserves the natural shine and color level. It is disposable.",,473,473,528,,528,613,603,,Shoe cleaning wipes.=Suitable for all shoes.=Contains polishing solution.,shoe; cleaning; male; woman; personal care; wet wipes; polisher; stilettos; shoe; Invitation; prom; dirty; clean; natural; shiny; boots; winter;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Antiseptic Disposable Multi-Purpose Wet Towel - 5 Box,"61,9,10",White,80,30x30x30,2400,"Lozzy Antiseptic Disposable Multi-Purpose Wet Towel
TOTALLY 80 BOXES EVERY BOX HAS 30 PRODUCTS.
It is produced with a special formula against bacteria. Kills 99% of bacteria. Alcohol and Paraben free. It is disposable.",,448,448,503,,503,588,578,,It is anti-bacterial.= It is disposable.=2400 disposable wipes are sent.,antiseptic; wet wipes; hygiene; cleaning; bathroom; house; personal care; trip; scarce; woman; male; cleaning set ; smell; clean; dirty; shower;,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Intimate Hygiene Wipes Set Hygienic Disposable Single In Packages - 5 Boxes,"60,21,24",White,250,30x30x30,2500,"Lozzy Intimate Hygiene Wipes
TOTAL 250 BOXES EVERY BOX HAS 10 PRODUCTS.
It is specially produced for genital area cleaning. It is compatible with the specific pH value of the genital area. For external use only .Single
it is reusable.",,436,436,476,,476,551,541,,2500 single wipes are sent.=Shipped in individual packages.=It is antiseptic.,handkerchief; cleaning; personal care; care; Woman; male; trip; special; natural; package; cleaning set; wet wipes; hand; foot; clean; body; dirty,Lozzy,66280031,1571290031,197862031,3677431031,20658036031,16242172031,64257031,20512967031
Handmade Natural Anti-oiling Aloevera Soap - 10 Pcs,"145,126",colorless,10,8x5x5,1000,"The glycoproteins in aloe vera provide intense moisture to the skin and help repair it.
-Aloe vera is especially beneficial for sensitive and dry skin.
-Aloe vera soap prevents excessive lubrication by providing the oil balance of the skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,Cleans your skin.= Prevents greasy.= There are 10 soaps in the set.,Aloe vera; cleaner; soap; liquid soap; solid soap; shower gel; moisturizer; bathroom; care; personal care kit; fruity; fragrant; hair; body; dirty; foot,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Anti-aging Moisturizing Donkey Milk Soap Set - 10 Pcs,"146,133",colorless,10,8x5x5,1000,"Donkey milk is rich in vitamin E, amino acids, vitamins A, B1, B6, C, D, E, Omega 3 and 6.
-In addition, it contains retinol, which naturally rejuvenates you. - Moisturizes and softens the skin.
-It's anti-aging feature, it nourishes and rejuvenates the skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package.",,122,122,132,143,132,148,143,153,Contains vitamins. = Suitable for all skin types. = Nourishes the skin.,donkey milk; natural; handmade; soap; bathroom; cleaning; handmade; woman; male; dirty; clean; moisturizer; maintenance kit; scarce; shower; body,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Skin Whitening Exfoliating Rice Soap Set - 10 Pieces,"147,142",colorless,10,8x5x5,1000,"Could Asian women owe their white skin to rice water?
Let's take a look at the benefits of rice water, which makes the skin whiter while beautifying and moisturizing it?
-Rice water removes dead cells and blackheads by exfoliating the skin as well as lightening the color of brown spots on the skin and whitening the skin.
- Cleanses and softens the skin, tightens and shines, and also supports the reduction of wrinkles.
It also protects your skin against harmful sun rays.
Usage: Wash your face by foaming Latife rice soap, leave it as a mask for 2-3 minutes and then rinse with cold water. If you want to use it during the bath, lather it with hot water and apply it all over your body, wait for a while and rinse with warm water.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package.",,122,122,132,143,132,148,143,153,It cleans the skin. = Deeply cleanses your skin. = There are 10 soaps in the package.,rice; cream; cleaner; clean; dirty; hand; foot; woman; male; rice extract; beautiful; make-up; hairdresser; massage; fragrant; makeup remover; soap,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Honey Cream Soap Anti-Cellulite and Anti-Aging - 10 Pcs,"125,148",colorless,10,8x5x5,1000," It helps to purify the skin from dead cells, make the skin shine, accelerate blood circulation, restore hair and remove cellulite.
- Available for all of skin types
-You can use it on the whole body.
-When the skin softens, gently clean our skin like a washcloth with this soap. So you can get rid of dead skin. Since it has a hard structure, you should apply it with slow and soft movements in order not to irritate the skin.-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,Gives shine to your skin.= Deep cleansers.= Soaps soften your skin.,honey cream; cream; soap; shower gel; bathroom; shower; cleaning; dirty; oily skin; black Point; one hundred; body; hand ; moisturizer; Woman; maintenance kit; cleaner,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Anti-Hair Loss Nettle Soap Set - 10 Pcs,"149,134",colorless,10,8x5x5,1000,"Stinging nettle and its oil have been used for years, especially against hair loss problems. It reduces hair loss and ensures fast and healthy hair growth.
Nettle is a natural plant that is abundantly found in our nature. It purifies the skin, which is hardened by oil and daily dirt, from dirt and oil, opens the pores and gives flexibility to the skin.
-Natural nettle is processed with cold-pressed olive oil and offers you the most suitable solution for your skin and hair that allows them to breathe.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package.
-1 soap is 100 grams.",,122,122,132,143,132,148,143,153,Each soap is 100 grams.= Soaps reduce hair loss.= Provides elasticity to the skin.,dead nettle; olive oil; soap; cleaning; cleaner; moisturizer; hair; bathroom; shower; personal care; woman; male; hand soap; dead nettle; maintenance kit; 10 units;,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Natural Black Seed Soap - Moisturizing and Cleansing - 10 pcs,"150,13",colorless,10,8x5x5,1000,"Black Seed Soap
- It helps the body to relax and breathe.

-100% Handmade.
- Available for all of skin types.
- 10 soaps will be sent in the package.
-1 soap is 100 grams.",,122,122,132,143,132,148,143,153,10 soaps are sent.= Suitable for all body types. = It helps your body to breathe.,soap; cleaning; cleaner; scarce; maintenance kit; woman; moisturizer; natural; handmade; body; hand; one hundred; male; shower; bathroom; oil cleaner;,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Anti-Dry Skin Eczema and Psoriasis Mango Soap Set - 10 Pcs,"151,139",colorless,10,8x5x5,1000,"Latife Handmade Cold Process Mango Soap. I love the smell of mango this soap is filled with fresh sweet Mango Fragrance so much you might want to eat it.
Latife Mango soap, which is prepared with skin-friendly oils containing vitamins A, C and magnesium, and with mood-enhancing powers, contains Mango flavor, Coconut, Palm oil, Olive oil, sunflower oil, Cottonseed oil and Castor oil to keep your skin young.
-Helps to treat dry skin, heal your skin, reduce scars, moisturize, treat eczema and psoriasis.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package.
-1 soap is 100 grams.",,122,122,132,143,132,148,143,153,It is mango extract and scented.= Suitable for all skin types. = It is a fruit-based soap. = 10 soaps are sent.,woman; soap; bathroom; shower; cleaning; cleaner; day; handmade; male; hand; body; blackhead; makeup remover; hair; nail; hairdresser; shampoos,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Cinnamon Orange Soap - Antiperspirant & Refreshing - 10 Pcs,"152,143",colorless,10,8x5x5,1000,"Cinnamon Orange Soap (100 gr)

-It is known to be effective against excessive sweating.
-It has a refreshing and refreshing effect.
-It has a calming effect on the mind.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,There are 10 products in the package.= It has a refreshing effect.= It is suitable for all skin types.,cinnamon; fruit; soap; solid soap; hand; one hundred; body; Hairdresser; cleaner; clean; dirty; oily skin; dry skin; hair; shower gel; bathroom,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Rosemary Soap- Refreshing Moisturizing and Cleansing - 10 pcs.,"153,129",colorless,10,8x5x5,1000,"Rosemary Soap
- Rosemary oil comes to the forefront in soap with both its scent and deep cleansing of the skin.
-It has a degreasing effect.
-100% Handmade.
- Available for all of skin types.
- 10 soaps will be sent in the package.
-1 soap is 100 grams.",,122,122,132,143,132,148,143,153,Cleans the skin.= Natural essence.= 10 soaps are sent.,rosemary; fruit; soap; solid soap; cleaner; plasticizer; moisturizer; cream; natural; handmade; shower; bathroom; cleaning; dirty; woman; male; hair; makeup remover,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Latife Natural Daisy Soap -Moisturizing and Cleansing - 10 pcs,"154,141",colorless,10,8x5x5,1000,"Chamomile Soap
   It soothes the rough skin surface and soothes the sensitive area.
- Helps speed up the healing of sunburn.
It regulates sebum by balancing the oiliness in the skin.
-100% Handmade.
- Available for all skin types.
- 10 soaps will be sent in the package.
-1 soap is 100 grams.",,122,122,132,143,132,148,143,153,It purifies your skin from oil. = 10 soaps are sent. = Suitable for all skin types.,soap; handmade; natural; solid soap; shower gel; bathroom; cleaning; personal care; scarce; daisy; flower; care; hand; body; makeup remover; hair; moisturizer,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Apricot Soap-Moisturizing and Revitalizing Soap Set-10 Pieces,"155,136",colorless,10,8x5x5,1000," It moisturizes the skin.
- It provides a natural care thanks to its moisturizing feature suitable for all skin types skin cells.
-It provides intense moisture by increasing cell repair in the skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It is moisturizing. = Cleanses the skin. = Suitable for all skin types. = Provides moisture.,apricot; fruit; soap; fruit soap; solid soap; hair; care; natural; moisturizer; moisture; oily skin; dry skin; bathroom; liquid soap; shower gel,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Good For Skin Problems Anti-Oily Skin Juniper Tar Soap Set-10 Pcs,"156,127",colorless,10,8x5x5,1000,"Juniper Tar Soap (100gr)
It is also called Juniper Tar because it is obtained from the Juniper tree.
It is completely obtained by traditional methods.
- They use it in many skin problems and even in skin problems in the animals they care for.
-It has a strong degreasing feature.
- Also perfect for cleansing oily skin and oily scalp.
It gives vitality and fullness to the hair.
It is also very effective in skin conditions such as psoriasis and eczema.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,Produced using traditional methods. = 10 soaps are sent. = Suitable for all skin types.,juniper tar; juniper; tree; soap; solid soap; moisturizer; cleaner; cleaning; gel; shower gel; liquid soap; handmade; bathroom; personal care; body;,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Antioxidant Anti-Aging Pomegranate Soap Set - 10 Pcs,"157, 140",colorless,10,8x5x5,1000," Pomegranate Soap (100 gr)

Contains powerful antioxidants.
-Helps your skin fight aging.
-Pomegranate oil neutralizes the oxidants that cause your skin to age.
- It moisturizes your skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It moisturizes your skin.= Suitable for all skin types.= Fruit extracts are used.,soap; liquid soap; solid soap; handmade; natural; fruit pulp; cleaner; shower; shower gel; bathroom; hair; plasticizer; clean; personal care kit; trip; 10 units;,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Natural Handmade Turmeric Soa -Moisturizing and Revitalizing Soap Set-10 Pieces,"152,144",colorless,10,8x5x5,1000,"Turmeric Soap  (100 gr)

-A natural moisturizer is also a natural antioxidant.
-It helps prevent skin rashes.
-It gives shine to the skin.
-It moisturizes dry skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It moisturizes the skin. = It is handmade. = There are 10 soaps.,Turmeric; cream; hygiene; care; liquid soap; solid soap; shower gel; bathroom; cleaner; moisturizer; dry skin; oily skin; personal care kit; Hairdresser; hair; shampoo,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
